"CVEGEO","CVE_ENT","CVE_MUN","CVE_LOC","CVE_AGEB","Area"
"0900200011061","09","002","0001","1061","54866"
"090020001117A","09","002","0001","117A","71577"
"0900200010843","09","002","0001","0843","266023"
"0900200010966","09","002","0001","0966","236555"
"0900200010379","09","002","0001","0379","226759"
"0900200010398","09","002","0001","0398","191083"
"0900200010275","09","002","0001","0275","267892"
"090020001028A","09","002","0001","028A","267495"
"0900200010294","09","002","0001","0294","273120"
"0900200010307","09","002","0001","0307","218921"
"0900200010311","09","002","0001","0311","347229"
"0900200010326","09","002","0001","0326","234582"
"0900200010330","09","002","0001","0330","392639"
"0900200010345","09","002","0001","0345","337873"
"090020001035A","09","002","0001","035A","1375263"
"0900200010468","09","002","0001","0468","311117"
"0900200010487","09","002","0001","0487","211561"
"0900200010491","09","002","0001","0491","328327"
"0900200010504","09","002","0001","0504","315063"
"0900200010519","09","002","0001","0519","238994"
"0900200011127","09","002","0001","1127","132198"
"0900200010171","09","002","0001","0171","112795"
"0900200010364","09","002","0001","0364","149513"
"0900200010383","09","002","0001","0383","173156"
"0900200010561","09","002","0001","0561","148684"
"0900200010576","09","002","0001","0576","145707"
"0900200010947","09","002","0001","0947","113040"
"0900200010896","09","002","0001","0896","53083"
"0900200011184","09","002","0001","1184","48373"
"0900200010256","09","002","0001","0256","263780"
"0900200010129","09","002","0001","0129","747273"
"0900200010133","09","002","0001","0133","304283"
"0900200010203","09","002","0001","0203","224112"
"0900200010218","09","002","0001","0218","168068"
"0900200010222","09","002","0001","0222","317381"
"0900200010400","09","002","0001","0400","204499"
"0900200010434","09","002","0001","0434","284873"
"0900200010449","09","002","0001","0449","230567"
"0900200010557","09","002","0001","0557","206648"
"0900200010631","09","002","0001","0631","437231"
"0900200010699","09","002","0001","0699","255494"
"0900200010701","09","002","0001","0701","217865"
"0900200010716","09","002","0001","0716","330590"
"0900200010720","09","002","0001","0720","238203"
"090020001074A","09","002","0001","074A","175065"
"0900200010754","09","002","0001","0754","100148"
"0900200010773","09","002","0001","0773","129626"
"0900200010805","09","002","0001","0805","155622"
"0900200010839","09","002","0001","0839","221921"
"0900200010909","09","002","0001","0909","74048"
"0900200010985","09","002","0001","0985","92824"
"0900200011004","09","002","0001","1004","328875"
"0900200011019","09","002","0001","1019","77003"
"0900200011095","09","002","0001","1095","272915"
"0900200010970","09","002","0001","0970","219719"
"090020001099A","09","002","0001","099A","63985"
"0900200011131","09","002","0001","1131","81242"
"0900200011146","09","002","0001","1146","73161"
"0900200010877","09","002","0001","0877","2026188"
"0900200010881","09","002","0001","0881","1917035"
"0900200010928","09","002","0001","0928","989032"
"0900200010913","09","002","0001","0913","135914"
"0900200011112","09","002","0001","1112","152983"
"0901700010070","09","017","0001","0070","239045"
"0901700010865","09","017","0001","0865","191309"
"0901700011045","09","017","0001","1045","193229"
"0901700010210","09","017","0001","0210","328604"
"0901700011308","09","017","0001","1308","178505"
"0901700010831","09","017","0001","0831","204004"
"0901700011191","09","017","0001","1191","136416"
"0901700011219","09","017","0001","1219","125671"
"0901700011223","09","017","0001","1223","205252"
"0901700010367","09","017","0001","0367","164767"
"0901700010047","09","017","0001","0047","318511"
"0901700010051","09","017","0001","0051","181582"
"0901700010140","09","017","0001","0140","7394426"
"0901700010032","09","017","0001","0032","442892"
"090170001048A","09","017","0001","048A","195342"
"0901700010687","09","017","0001","0687","139990"
"0901700010085","09","017","0001","0085","163632"
"0901700010102","09","017","0001","0102","141766"
"0901700010117","09","017","0001","0117","151142"
"0901700010121","09","017","0001","0121","303258"
"0901700010136","09","017","0001","0136","305136"
"0901700010155","09","017","0001","0155","141087"
"0901700010329","09","017","0001","0329","185187"
"0901700010884","09","017","0001","0884","335639"
"0901700010899","09","017","0001","0899","223959"
"0901700011030","09","017","0001","1030","322429"
"0901700011242","09","017","0001","1242","207842"
"0901700011261","09","017","0001","1261","178840"
"0901700011276","09","017","0001","1276","173489"
"0901700011312","09","017","0001","1312","151351"
"0901700011399","09","017","0001","1399","222523"
"0901700011416","09","017","0001","1416","398331"
"0901700011435","09","017","0001","1435","368487"
"090170001144A","09","017","0001","144A","158261"
"0901700011454","09","017","0001","1454","74543"
"0901700010206","09","017","0001","0206","130203"
"0901700011149","09","017","0001","1149","90303"
"0901700011204","09","017","0001","1204","172849"
"0901700011238","09","017","0001","1238","218719"
"0901700011098","09","017","0001","1098","43605"
"0901700011420","09","017","0001","1420","77400"
"0901700010189","09","017","0001","0189","89613"
"0901700010193","09","017","0001","0193","98641"
"0901700010475","09","017","0001","0475","151275"
"0901700010511","09","017","0001","0511","286599"
"0901700010526","09","017","0001","0526","223932"
"0901700010530","09","017","0001","0530","109703"
"0901700010278","09","017","0001","0278","90388"
"0901700010244","09","017","0001","0244","268772"
"0901700010259","09","017","0001","0259","96370"
"0901700010282","09","017","0001","0282","173475"
"0901700010297","09","017","0001","0297","172457"
"090170001030A","09","017","0001","030A","239406"
"0901700010314","09","017","0001","0314","183262"
"0901700010333","09","017","0001","0333","184424"
"0901700010615","09","017","0001","0615","123335"
"0901700010371","09","017","0001","0371","244235"
"0901700010386","09","017","0001","0386","81916"
"0901700010390","09","017","0001","0390","206166"
"0901700010403","09","017","0001","0403","265137"
"0901700010653","09","017","0001","0653","198356"
"0901700010418","09","017","0001","0418","238811"
"0901700010422","09","017","0001","0422","258731"
"0901700010437","09","017","0001","0437","185119"
"0901700010441","09","017","0001","0441","375136"
"0901700010545","09","017","0001","0545","178646"
"090170001055A","09","017","0001","055A","291599"
"0901700010564","09","017","0001","0564","275022"
"0901700010579","09","017","0001","0579","137007"
"0901700010583","09","017","0001","0583","182173"
"0901700010598","09","017","0001","0598","477851"
"090170001062A","09","017","0001","062A","120396"
"0901700010649","09","017","0001","0649","213705"
"0901700010668","09","017","0001","0668","200305"
"0901700010672","09","017","0001","0672","222669"
"0901700010691","09","017","0001","0691","125550"
"0901700010704","09","017","0001","0704","294347"
"0901700010780","09","017","0001","0780","247796"
"0901700010808","09","017","0001","0808","156543"
"0901700010812","09","017","0001","0812","172104"
"0901700011079","09","017","0001","1079","155921"
"0901700011083","09","017","0001","1083","78678"
"0901700011346","09","017","0001","1346","88524"
"0901700011350","09","017","0001","1350","71172"
"0901700011365","09","017","0001","1365","97119"
"090170001137A","09","017","0001","137A","128828"
"0901700011384","09","017","0001","1384","94112"
"090170001151A","09","017","0001","151A","87447"
"0901700011524","09","017","0001","1524","221932"
"0901700010494","09","017","0001","0494","187163"
"0901700010742","09","017","0001","0742","70717"
"0901700011011","09","017","0001","1011","171459"
"0901700011401","09","017","0001","1401","206527"
"0901700010600","09","017","0001","0600","63950"
"0901700010456","09","017","0001","0456","132030"
"0901700010901","09","017","0001","0901","89285"
"0901700010460","09","017","0001","0460","249553"
"0901700010263","09","017","0001","0263","80457"
"0901700010066","09","017","0001","0066","117134"
"090170001009A","09","017","0001","009A","207053"
"090170001016A","09","017","0001","016A","107802"
"0901700010174","09","017","0001","0174","106687"
"0901700010225","09","017","0001","0225","193516"
"090170001023A","09","017","0001","023A","157264"
"0901700010846","09","017","0001","0846","164954"
"090170001087A","09","017","0001","087A","213693"
"0901700010916","09","017","0001","0916","92026"
"0901700010920","09","017","0001","0920","123907"
"0901700010935","09","017","0001","0935","110881"
"090170001094A","09","017","0001","094A","41692"
"090170001105A","09","017","0001","105A","157082"
"0901700011064","09","017","0001","1064","216906"
"0901700011257","09","017","0001","1257","396903"
"0901700011280","09","017","0001","1280","199873"
"0901700011327","09","017","0001","1327","162971"
"0901700011331","09","017","0001","1331","178108"
"0901700011295","09","017","0001","1295","214851"
"0901700011026","09","017","0001","1026","173703"
"0901700011488","09","017","0001","1488","22992"
"0901700011492","09","017","0001","1492","25658"
"0901700010954","09","017","0001","0954","72222"
"0901700010757","09","017","0001","0757","63995"
"090170001112A","09","017","0001","112A","46534"
"0901700011134","09","017","0001","1134","83527"
"0901700011115","09","017","0001","1115","154372"
"0901700011153","09","017","0001","1153","95185"
"0901700010634","09","017","0001","0634","241032"
"0901700011172","09","017","0001","1172","121822"
"0901700010992","09","017","0001","0992","64808"
"0901700011100","09","017","0001","1100","117839"
"0901700011187","09","017","0001","1187","151222"
"0901700010988","09","017","0001","0988","70087"
"0901700010969","09","017","0001","0969","51352"
"0901700010973","09","017","0001","0973","68853"
"0901700011007","09","017","0001","1007","147244"
"0901700010507","09","017","0001","0507","124006"
"0901700010761","09","017","0001","0761","80416"
"0901700010795","09","017","0001","0795","266129"
"0901700011168","09","017","0001","1168","213484"
"0901700010827","09","017","0001","0827","1094590"
"0901700011505","09","017","0001","1505","78455"
"0901700011469","09","017","0001","1469","22862"
"0901700011473","09","017","0001","1473","19228"
"0901700010013","09","017","0001","0013","174609"
"0901700010028","09","017","0001","0028","170490"
"0901700010723","09","017","0001","0723","77866"
"0901700010738","09","017","0001","0738","61178"
"0901700010719","09","017","0001","0719","121143"
"0901700010348","09","017","0001","0348","242928"
"0901700010352","09","017","0001","0352","154366"
"0901700010776","09","017","0001","0776","133179"
"0901100011323","09","011","0001","1323","27884"
"0901100011446","09","011","0001","1446","242901"
"090110001108A","09","011","0001","108A","159338"
"0901100010132","09","011","0001","0132","1516706"
"0901100010452","09","011","0001","0452","787805"
"0901100010594","09","011","0001","0594","269109"
"0901100011111","09","011","0001","1111","262280"
"0901100011357","09","011","0001","1357","440865"
"0901100011376","09","011","0001","1376","1502699"
"0901100011412","09","011","0001","1412","445030"
"0901100210787","09","011","0021","0787","239359"
"090110001154A","09","011","0001","154A","52023"
"090110011072A","09","011","0011","072A","418399"
"0901100111041","09","011","0011","1041","934946"
"0901100211018","09","011","0021","1018","363668"
"0901100111037","09","011","0011","1037","526930"
"0901100260965","09","011","0026","0965","730903"
"0901100010768","09","011","0001","0768","458721"
"090110001040A","09","011","0001","040A","153160"
"0901100011075","09","011","0001","1075","92169"
"0901100010310","09","011","0001","0310","190543"
"0901100011361","09","011","0001","1361","218987"
"0901100010630","09","011","0001","0630","183781"
"0901100010999","09","011","0001","0999","197599"
"0901100010058","09","011","0001","0058","393481"
"0901100010151","09","011","0001","0151","188919"
"0901100011056","09","011","0001","1056","154740"
"0901100010325","09","011","0001","0325","253555"
"0901100010344","09","011","0001","0344","197614"
